0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	0.0_t	0.0_f	0.1_t	0.1_f	0.1_t	0.1_f	0.2_t	0.2_f	0.5_t	0.5_f	1.0_t	1.0_f	2.0_t	2.0_f	3.9_t	3.9_f	7.8_t	7.8_f	15.6_t	15.6_f	31.3_t	31.3_f	62.5_t	62.5_f	125.0_t	125.0_f	250.0_t	250.0_f	500.0_t	500.0_f	
19.52309	4537.4040	19.52309	4363.9510	19.52309	4338.4910	19.52309	4220.8220	19.52309	4308.2000	19.52309	4315.4570	19.52309	4260.2720	19.52309	4270.3870	19.52309	4258.4990	19.52309	4395.7050	19.52309	3914.1480	19.52309	4011.9650	19.52309	4099.8070	19.52309	4196.3430	19.52309	4268.5690	19.52309	4531.4040	19.52309	4360.7030	19.52309	4345.8070	19.52309	4204.9140	19.52309	4315.2450	19.52309	4319.4120	19.52309	4259.7830	19.52309	4280.3200	19.52309	4267.4780	19.52309	4396.1550	19.52309	3917.3100	19.52309	4024.4700	19.52309	4098.4450	19.52309	4203.0010	19.52309	4283.4940	19.52309	4532.0990	19.52309	4345.3370	19.52309	4355.3290	19.52309	4221.8770	19.52309	4317.5220	19.52309	4310.7690	19.52309	4259.1990	19.52309	4277.0680	19.52309	4259.6760	19.52309	4407.5970	19.52309	3919.5540	19.52309	4025.7100	19.52309	4098.0310	19.52309	4184.0080	19.52309	4279.7770	
19.59760	4524.2880	19.59760	4349.6910	19.59760	4341.7270	19.59760	4221.7080	19.59760	4314.7560	19.59760	4308.2240	19.59760	4263.1540	19.59760	4264.2950	19.59760	4269.2630	19.59760	4406.6220	19.59760	3914.6270	19.59760	4020.3780	19.59760	4089.4270	19.59760	4190.5910	19.59760	4274.5560	19.59760	4536.7450	19.59760	4338.5150	19.59760	4344.8210	19.59760	4211.8640	19.59760	4315.2660	19.59760	4316.4100	19.59760	4261.1450	19.59760	4275.0000	19.59760	4264.9810	19.59760	4407.4390	19.59760	3905.6870	19.59760	4023.3460	19.59760	4101.6460	19.59760	4195.0760	19.59760	4279.4200	19.59760	4536.0360	19.59760	4359.3530	19.59760	4345.5000	19.59760	4227.5100	19.59760	4325.7560	19.59760	4327.1870	19.59760	4277.4800	19.59760	4278.5790	19.59760	4260.9390	19.59760	4398.9180	19.59760	3909.3760	19.59760	4023.9390	19.59760	4100.7790	19.59760	4200.6610	19.59760	4291.6210	
19.67212	4548.3020	19.67212	4350.9750	19.67212	4343.9120	19.67212	4210.6360	19.67212	4312.9320	19.67212	4315.8230	19.67212	4259.3420	19.67212	4272.5030	19.67212	4258.5640	19.67212	4392.5610	19.67212	3907.5200	19.67212	4023.0420	19.67212	4093.6410	19.67212	4199.6780	19.67212	4275.1490	19.67212	4534.2740	19.67212	4354.3160	19.67212	4345.6790	19.67212	4215.7980	19.67212	4313.6600	19.67212	4317.8170	19.67212	4272.7950	19.67212	4268.3990	19.67212	4264.3070	19.67212	4402.3990	19.67212	3904.4320	19.67212	4021.8920	19.67212	4102.2570	19.67212	4189.5060	19.67212	4285.1750	19.67212	4530.0870	19.67212	4350.9190	19.67212	4350.6440	19.67212	4225.7850	19.67212	4308.6530	19.67212	4316.7140	19.67212	4265.5440	19.67212	4288.1640	19.67212	4263.3830	19.67212	4415.5840	19.67212	3918.4960	19.67212	4024.0230	19.67212	4094.5740	19.67212	4201.2010	19.67212	4280.4330	
19.74663	4523.8020	19.74663	4351.3570	19.74663	4349.1660	19.74663	4217.4490	19.74663	4309.6600	19.74663	4316.5560	19.74663	4251.1280	19.74663	4266.1370	19.74663	4247.7310	19.74663	4398.6770	19.74663	3921.2500	19.74663	4021.6150	19.74663	4092.9650	19.74663	4208.7700	19.74663	4281.6160	19.74663	4521.4360	19.74663	4352.4650	19.74663	4348.3560	19.74663	4222.8190	19.74663	4315.0960	19.74663	4318.6460	19.74663	4264.3490	19.74663	4281.9680	19.74663	4255.0240	19.74663	4400.5240	19.74663	3911.6050	19.74663	4023.1200	19.74663	4101.7530	19.74663	4197.5560	19.74663	4277.2470	19.74663	4549.6230	19.74663	4365.5840	19.74663	4351.7980	19.74663	4216.5760	19.74663	4320.7820	19.74663	4320.0050	19.74663	4254.2760	19.74663	4277.4530	19.74663	4266.8580	19.74663	4401.1120	19.74663	3915.5130	19.74663	4022.0350	19.74663	4089.1140	19.74663	4188.2900	19.74663	4288.5010	
19.82115	4546.1000	19.82115	4352.8080	19.82115	4346.5410	19.82115	4220.5450	19.82115	4315.1140	19.82115	4308.2570	19.82115	4259.0590	19.82115	4267.3560	19.82115	4249.3100	19.82115	4391.8700	19.82115	3909.3700	19.82115	4014.6020	19.82115	4090.4970	19.82115	4188.2570	19.82115	4264.2560	19.82115	4539.1860	19.82115	4359.6240	19.82115	4344.3710	19.82115	4208.8120	19.82115	4325.4460	19.82115	4314.7890	19.82115	4260.4710	19.82115	4274.5620	19.82115	4262.5520	19.82115	4398.9570	19.82115	3917.4710	19.82115	4023.4480	19.82115	4093.3700	19.82115	4189.6460	19.82115	4279.3100	19.82115	4525.9390	19.82115	4352.3100	19.82115	4351.7290	19.82115	4226.2290	19.82115	4315.0780	19.82115	4304.9630	19.82115	4278.6000	19.82115	4276.3050	19.82115	4252.3290	19.82115	4399.3530	19.82115	3901.2220	19.82115	4018.7780	19.82115	4097.3840	19.82115	4181.7960	19.82115	4281.1390	
19.89567	4537.8630	19.89567	4349.0890	19.89567	4356.9770	19.89567	4211.0980	19.89567	4314.8930	19.89567	4310.3070	19.89567	4266.1010	19.89567	4276.2160	19.89567	4249.8440	19.89567	4393.4670	19.89567	3896.7010	19.89567	4034.6860	19.89567	4089.3200	19.89567	4191.1510	19.89567	4261.4190	19.89567	4531.4940	19.89567	4338.6730	19.89567	4346.5640	19.89567	4221.3560	19.89567	4309.3290	19.89567	4321.9480	19.89567	4269.9900	19.89567	4264.3310	19.89567	4261.3150	19.89567	4408.3630	19.89567	3902.5370	19.89567	4039.4400	19.89567	4094.2220	19.89567	4187.5780	19.89567	4287.9020	19.89567	4529.3690	19.89567	4348.8140	19.89567	4342.9730	19.89567	4215.4880	19.89567	4320.6870	19.89567	4319.2360	19.89567	4264.5720	19.89567	4282.6060	19.89567	4263.9610	19.89567	4403.5050	19.89567	3906.8190	19.89567	4023.8170	19.89567	4089.0250	19.89567	4196.9570	19.89567	4288.3900	
19.97018	4521.2270	19.97018	4348.1860	19.97018	4346.4360	19.97018	4218.3700	19.97018	4295.7310	19.97018	4311.8600	19.97018	4265.7350	19.97018	4266.8370	19.97018	4247.9460	19.97018	4398.0600	19.97018	3909.7160	19.97018	4020.1960	19.97018	4096.6150	19.97018	4196.3520	19.97018	4265.9970	19.97018	4527.8940	19.97018	4349.7920	19.97018	4348.2570	19.97018	4224.6100	19.97018	4319.0180	19.97018	4317.3790	19.97018	4254.9580	19.97018	4270.1450	19.97018	4264.4170	19.97018	4396.1670	19.97018	3909.8380	19.97018	4022.8070	19.97018	4096.0160	19.97018	4193.4070	19.97018	4275.9300	19.97018	4525.1100	19.97018	4356.1250	19.97018	4359.4300	19.97018	4226.6730	19.97018	4321.4980	19.97018	4321.3040	19.97018	4266.4470	19.97018	4271.2450	19.97018	4259.1600	19.97018	4391.5810	19.97018	3913.1280	19.97018	4027.1790	19.97018	4090.9500	19.97018	4200.4670	19.97018	4275.7960	
20.04470	4540.0710	20.04470	4350.0930	20.04470	4347.6050	20.04470	4226.3750	20.04470	4305.2320	20.04470	4307.5860	20.04470	4248.3180	20.04470	4266.2080	20.04470	4252.2580	20.04470	4393.9800	20.04470	3912.6250	20.04470	4018.3690	20.04470	4087.2340	20.04470	4190.2330	20.04470	4271.6230	20.04470	4531.5240	20.04470	4362.1180	20.04470	4339.7130	20.04470	4221.4420	20.04470	4323.8100	20.04470	4322.3830	20.04470	4265.3560	20.04470	4265.6000	20.04470	4255.8430	20.04470	4398.1460	20.04470	3901.7380	20.04470	4024.1210	20.04470	4101.4020	20.04470	4202.2820	20.04470	4297.1880	20.04470	4529.6010	20.04470	4359.9310	20.04470	4356.3370	20.04470	4216.7040	20.04470	4311.7640	20.04470	4318.0230	20.04470	4281.1450	20.04470	4274.6990	20.04470	4268.5780	20.04470	4404.1600	20.04470	3905.5910	20.04470	4026.4930	20.04470	4091.5940	20.04470	4189.5060	20.04470	4272.2370	
20.11921	4526.9940	20.11921	4335.2510	20.11921	4346.1620	20.11921	4210.0340	20.11921	4310.3750	20.11921	4298.7820	20.11921	4257.3990	20.11921	4267.7550	20.11921	4248.4730	20.11921	4400.4650	20.11921	3907.5320	20.11921	4026.0230	20.11921	4096.1680	20.11921	4183.1460	20.11921	4275.5780	20.11921	4531.3780	20.11921	4364.2700	20.11921	4333.4450	20.11921	4219.8090	20.11921	4312.8430	20.11921	4311.7730	20.11921	4261.3090	20.11921	4275.4500	20.11921	4246.5090	20.11921	4410.2520	20.11921	3910.7650	20.11921	4022.7410	20.11921	4100.0100	20.11921	4185.7750	20.11921	4281.6730	20.11921	4536.2410	20.11921	4361.5700	20.11921	4334.3630	20.11921	4229.1220	20.11921	4315.6920	20.11921	4314.6340	20.11921	4262.3580	20.11921	4263.4960	20.11921	4264.3900	20.11921	4397.4580	20.11921	3901.0320	20.11921	4022.2820	20.11921	4092.1540	20.11921	4199.5380	20.11921	4278.5820	
20.19373	4539.1230	20.19373	4354.8460	20.19373	4334.8760	20.19373	4215.3270	20.19373	4303.4520	20.19373	4301.9890	20.19373	4267.3410	20.19373	4265.0400	20.19373	4247.1530	20.19373	4393.4610	20.19373	3910.1240	20.19373	4014.7390	20.19373	4089.1770	20.19373	4189.8460	20.19373	4268.6940	20.19373	4528.7340	20.19373	4349.7530	20.19373	4346.4180	20.19373	4212.3710	20.19373	4311.2100	20.19373	4307.6340	20.19373	4272.2580	20.19373	4276.5770	20.19373	4252.8240	20.19373	4395.0500	20.19373	3901.8060	20.19373	4023.6860	20.19373	4084.9540	20.19373	4187.2110	20.19373	4283.1300	20.19373	4524.4780	20.19373	4361.3020	20.19373	4346.6480	20.19373	4215.4610	20.19373	4308.8730	20.19373	4312.2560	20.19373	4257.5540	20.19373	4275.7630	20.19373	4261.0680	20.19373	4404.1750	20.19373	3904.7990	20.19373	4024.0680	20.19373	4096.6390	20.19373	4196.5400	20.19373	4278.1620	
20.26824	4518.1190	20.26824	4343.6080	20.26824	4339.6740	20.26824	4216.0960	20.26824	4308.3190	20.26824	4301.1520	20.26824	4246.4140	20.26824	4281.5420	20.26824	4253.7330	20.26824	4388.4040	20.26824	3913.5460	20.26824	4014.0600	20.26824	4082.1550	20.26824	4198.5010	20.26824	4280.7100	20.26824	4538.1070	20.26824	4353.9730	20.26824	4331.0760	20.26824	4216.4800	20.26824	4311.0280	20.26824	4319.5840	20.26824	4269.8290	20.26824	4277.5300	20.26824	4257.4970	20.26824	4399.8330	20.26824	3907.4870	20.26824	4016.0360	20.26824	4095.0090	20.26824	4192.9570	20.26824	4268.1840	20.26824	4527.4290	20.26824	4364.3210	20.26824	4342.7170	20.26824	4218.7600	20.26824	4318.1780	20.26824	4313.8380	20.26824	4262.2950	20.26824	4271.5100	20.26824	4263.8090	20.26824	4405.3320	20.26824	3904.2150	20.26824	4025.1760	20.26824	4095.1160	20.26824	4186.8720	20.26824	4278.7280	
20.34276	4534.8880	20.34276	4352.0120	20.34276	4335.1740	20.34276	4210.6900	20.34276	4306.3100	20.34276	4313.0930	20.34276	4262.2770	20.34276	4270.8070	20.34276	4246.3750	20.34276	4397.7290	20.34276	3906.3960	20.34276	4014.9030	20.34276	4088.6670	20.34276	4196.9000	20.34276	4256.3260	20.34276	4523.6920	20.34276	4349.3900	20.34276	4336.6250	20.34276	4213.2470	20.34276	4308.9480	20.34276	4308.0330	20.34276	4265.9940	20.34276	4270.8520	20.34276	4259.0920	20.34276	4399.7590	20.34276	3902.8880	20.34276	4012.6830	20.34276	4098.5820	20.34276	4195.6510	20.34276	4269.0840	20.34276	4531.7230	20.34276	4359.8860	20.34276	4353.2310	20.34276	4225.3430	20.34276	4330.5340	20.34276	4315.0660	20.34276	4265.2580	20.34276	4274.6720	20.34276	4256.0460	20.34276	4401.6090	20.34276	3905.3500	20.34276	4018.6350	20.34276	4082.8880	20.34276	4189.5180	20.34276	4281.3930	
20.41727	4526.4780	20.41727	4351.3980	20.41727	4338.9500	20.41727	4212.8180	20.41727	4304.7550	20.41727	4304.7160	20.41727	4252.3860	20.41727	4275.8350	20.41727	4238.9720	20.41727	4391.8280	20.41727	3906.7120	20.41727	4005.9270	20.41727	4086.1550	20.41727	4198.6700	20.41727	4260.4390	20.41727	4523.9150	20.41727	4354.9000	20.41727	4330.3010	20.41727	4211.7630	20.41727	4309.3740	20.41727	4309.6810	20.41727	4257.3720	20.41727	4274.7620	20.41727	4257.9230	20.41727	4401.0100	20.41727	3904.8610	20.41727	4026.6750	20.41727	4086.0300	20.41727	4175.4990	20.41727	4276.5980	20.41727	4535.5800	20.41727	4353.4990	20.41727	4341.6560	20.41727	4217.3770	20.41727	4313.8150	20.41727	4315.5820	20.41727	4268.5990	20.41727	4264.3460	20.41727	4250.2970	20.41727	4413.7000	20.41727	3906.5420	20.41727	4026.0170	20.41727	4098.4330	20.41727	4194.9480	20.41727	4285.8060	
20.49179	4514.9740	20.49179	4338.7710	20.49179	4342.7590	20.49179	4212.4540	20.49179	4313.5790	20.49179	4309.6810	20.49179	4245.5350	20.49179	4282.5310	20.49179	4249.6200	20.49179	4389.9210	20.49179	3900.8860	20.49179	4013.7650	20.49179	4094.3380	20.49179	4190.6270	20.49179	4274.9910	20.49179	4527.4140	20.49179	4352.0840	20.49179	4331.9400	20.49179	4218.7510	20.49179	4305.5680	20.49179	4311.8540	20.49179	4263.9200	20.49179	4258.6710	20.49179	4255.1550	20.49179	4405.0280	20.49179	3910.0890	20.49179	4024.2080	20.49179	4098.7970	20.49179	4195.9730	20.49179	4276.0340	20.49179	4525.4830	20.49179	4342.5560	20.49179	4337.2600	20.49179	4210.1260	20.49179	4307.2400	20.49179	4324.7790	20.49179	4269.4720	20.49179	4277.9890	20.49179	4256.9310	20.49179	4389.9800	20.49179	3911.1520	20.49179	4018.6380	20.49179	4080.5190	20.49179	4198.0530	20.49179	4270.4460	
20.56631	4525.0770	20.56631	4336.9500	20.56631	4340.6430	20.56631	4203.8710	20.56631	4295.4860	20.56631	4315.1410	20.56631	4253.3280	20.56631	4264.9870	20.56631	4239.0290	20.56631	4389.7510	20.56631	3905.2670	20.56631	4029.4050	20.56631	4077.2410	20.56631	4186.0940	20.56631	4269.7790	20.56631	4525.6940	20.56631	4362.6820	20.56631	4338.3630	20.56631	4222.7980	20.56631	4310.6260	20.56631	4305.8600	20.56631	4260.4120	20.56631	4263.4990	20.56631	4242.4950	20.56631	4404.3510	20.56631	3900.3610	20.56631	4018.1700	20.56631	4083.0700	20.56631	4188.6360	20.56631	4275.4110	20.56631	4525.9830	20.56631	4368.3470	20.56631	4346.0190	20.56631	4213.8310	20.56631	4314.2800	20.56631	4302.8030	20.56631	4265.1210	20.56631	4268.9500	20.56631	4250.7980	20.56631	4399.1180	20.56631	3911.0660	20.56631	4025.4530	20.56631	4087.4060	20.56631	4196.2770	20.56631	4290.9230	
20.64082	4522.5830	20.64082	4333.9340	20.64082	4338.4130	20.64082	4212.8260	20.64082	4303.0380	20.64082	4307.2370	20.64082	4263.4670	20.64082	4265.5050	20.64082	4238.6470	20.64082	4388.7730	20.64082	3909.4390	20.64082	4018.9500	20.64082	4079.3360	20.64082	4193.4910	20.64082	4254.0070	20.64082	4523.4680	20.64082	4349.4310	20.64082	4338.5830	20.64082	4211.7540	20.64082	4318.0080	20.64082	4314.3240	20.64082	4267.8390	20.64082	4265.9610	20.64082	4258.6650	20.64082	4393.5210	20.64082	3904.0800	20.64082	4017.6360	20.64082	4090.9050	20.64082	4192.7400	20.64082	4273.8290	20.64082	4531.8100	20.64082	4359.0310	20.64082	4348.6570	20.64082	4213.7410	20.64082	4317.5730	20.64082	4319.6740	20.64082	4266.5720	20.64082	4257.7120	20.64082	4260.4480	20.64082	4390.7340	20.64082	3896.4810	20.64082	4022.0380	20.64082	4083.8450	20.64082	4199.9070	20.64082	4278.8300	
20.71534	4522.1510	20.71534	4340.4070	20.71534	4334.6170	20.71534	4205.6830	20.71534	4295.5990	20.71534	4306.4330	20.71534	4259.3060	20.71534	4262.6620	20.71534	4249.0660	20.71534	4392.6000	20.71534	3904.9830	20.71534	4008.3680	20.71534	4084.6470	20.71534	4196.2470	20.71534	4275.1730	20.71534	4522.6720	20.71534	4352.0150	20.71534	4342.1920	20.71534	4216.7220	20.71534	4310.9330	20.71534	4316.7290	20.71534	4261.8420	20.71534	4258.6480	20.71534	4252.9880	20.71534	4399.4220	20.71534	3908.2800	20.71534	4012.2630	20.71534	4098.6840	20.71534	4201.7370	20.71534	4271.0570	20.71534	4530.1940	20.71534	4341.7040	20.71534	4344.9640	20.71534	4209.9830	20.71534	4316.9230	20.71534	4316.0890	20.71534	4282.7250	20.71534	4264.7030	20.71534	4256.3170	20.71534	4397.4640	20.71534	3897.8820	20.71534	4024.4640	20.71534	4085.0010	20.71534	4189.4730	20.71534	4268.8340	
20.78985	4528.6000	20.78985	4344.4540	20.78985	4338.8690	20.78985	4222.0320	20.78985	4315.2570	20.78985	4310.1760	20.78985	4250.6780	20.78985	4256.6660	20.78985	4246.0410	20.78985	4396.2180	20.78985	3897.1810	20.78985	4011.0950	20.78985	4082.3100	20.78985	4201.1650	20.78985	4258.2040	20.78985	4522.1780	20.78985	4360.2760	20.78985	4336.3060	20.78985	4217.6430	20.78985	4313.2160	20.78985	4313.3940	20.78985	4269.7460	20.78985	4263.4220	20.78985	4249.3460	20.78985	4384.8340	20.78985	3901.3330	20.78985	4022.6400	20.78985	4091.2450	20.78985	4193.0940	20.78985	4264.1580	20.78985	4533.8180	20.78985	4357.3950	20.78985	4345.1790	20.78985	4226.9710	20.78985	4305.3870	20.78985	4308.0960	20.78985	4260.9040	20.78985	4260.1880	20.78985	4260.0180	20.78985	4397.9730	20.78985	3907.7760	20.78985	4021.4300	20.78985	4089.2480	20.78985	4198.7600	20.78985	4276.3350	
20.86437	4527.1100	20.86437	4346.4570	20.86437	4333.5910	20.86437	4204.8630	20.86437	4306.7960	20.86437	4308.1970	20.86437	4253.4890	20.86437	4262.7660	20.86437	4252.7170	20.86437	4383.4300	20.86437	3902.2510	20.86437	4009.1960	20.86437	4091.9720	20.86437	4183.5190	20.86437	4265.8210	20.86437	4532.7600	20.86437	4353.5470	20.86437	4337.9100	20.86437	4217.9260	20.86437	4318.0320	20.86437	4302.5230	20.86437	4260.9210	20.86437	4267.2040	20.86437	4260.7250	20.86437	4402.9980	20.86437	3900.0570	20.86437	4021.0990	20.86437	4087.0550	20.86437	4183.7220	20.86437	4272.0140	20.86437	4530.2360	20.86437	4362.0170	20.86437	4345.9120	20.86437	4215.2400	20.86437	4309.2820	20.86437	4314.7440	20.86437	4272.0050	20.86437	4261.3210	20.86437	4260.9870	20.86437	4393.2020	20.86437	3905.1350	20.86437	4014.5190	20.86437	4084.7810	20.86437	4191.1510	20.86437	4275.8260	
20.93888	4514.6080	20.93888	4337.2630	20.93888	4333.4160	20.93888	4216.4390	20.93888	4305.5150	20.93888	4295.2720	20.93888	4262.7070	20.93888	4258.1530	20.93888	4251.6740	20.93888	4394.5160	20.93888	3897.1690	20.93888	4013.7200	20.93888	4076.6950	20.93888	4191.2290	20.93888	4273.8290	20.93888	4510.7930	20.93888	4347.0800	20.93888	4339.3910	20.93888	4210.6150	20.93888	4313.3830	20.93888	4314.4940	20.93888	4262.0750	20.93888	4256.1680	20.93888	4248.8490	20.93888	4395.8930	20.93888	3907.9160	20.93888	4017.8660	20.93888	4087.5910	20.93888	4187.5840	20.93888	4268.6820	20.93888	4531.7950	20.93888	4358.5660	20.93888	4345.1100	20.93888	4224.1420	20.93888	4310.3430	20.93888	4308.7840	20.93888	4248.7290	20.93888	4257.9650	20.93888	4256.8270	20.93888	4397.3620	20.93888	3900.6770	20.93888	4019.7160	20.93888	4084.7660	20.93888	4182.2170	20.93888	4269.4420	
21.01340	4531.4610	21.01340	4342.7680	21.01340	4350.2870	21.01340	4205.9570	21.01340	4302.0780	21.01340	4311.4420	21.01340	4250.5320	21.01340	4268.7300	21.01340	4252.8810	21.01340	4384.6700	21.01340	3898.8260	21.01340	4014.5640	21.01340	4086.4110	21.01340	4186.3320	21.01340	4269.4390	21.01340	4529.9110	21.01340	4356.7750	21.01340	4336.0290	21.01340	4208.8390	21.01340	4324.8890	21.01340	4308.6530	21.01340	4263.8840	21.01340	4264.6530	21.01340	4260.9660	21.01340	4404.7500	21.01340	3895.5840	21.01340	4024.3600	21.01340	4089.8030	21.01340	4193.9410	21.01340	4268.4730	21.01340	4519.1850	21.01340	4348.3670	21.01340	4335.3110	21.01340	4221.8060	21.01340	4311.0280	21.01340	4302.5910	21.01340	4266.6470	21.01340	4278.6450	21.01340	4262.3310	21.01340	4393.2880	21.01340	3900.0000	21.01340	4015.8210	21.01340	4079.5740	21.01340	4188.6450	21.01340	4268.5630	
21.08791	4522.5290	21.08791	4345.5180	21.08791	4336.4520	21.08791	4204.0260	21.08791	4313.8920	21.08791	4311.3650	21.08791	4264.3250	21.08791	4258.1500	21.08791	4242.1550	21.08791	4393.5540	21.08791	3910.1450	21.08791	4015.8330	21.08791	4075.3570	21.08791	4185.3340	21.08791	4270.6430	21.08791	4516.6130	21.08791	4349.8400	21.08791	4337.3820	21.08791	4211.6250	21.08791	4305.7350	21.08791	4308.9750	21.08791	4267.4390	21.08791	4268.6940	21.08791	4259.9140	21.08791	4398.2180	21.08791	3906.3220	21.08791	4010.7820	21.08791	4082.1050	21.08791	4194.8740	21.08791	4272.1600	21.08791	4522.1980	21.08791	4353.3830	21.08791	4334.0740	21.08791	4207.7900	21.08791	4320.1660	21.08791	4305.5030	21.08791	4256.4270	21.08791	4264.5510	21.08791	4260.9660	21.08791	4395.6370	21.08791	3892.2700	21.08791	4009.2740	21.08791	4081.8690	21.08791	4195.2970	21.08791	4267.6540	
21.16243	4514.4110	21.16243	4338.6520	21.16243	4343.4020	21.16243	4199.9910	21.16243	4313.9250	21.16243	4296.1330	21.16243	4269.4570	21.16243	4259.9980	21.16243	4237.9950	21.16243	4392.5110	21.16243	3904.5300	21.16243	4011.7500	21.16243	4083.8570	21.16243	4187.1010	21.16243	4260.9270	21.16243	4519.0900	21.16243	4347.6940	21.16243	4331.6630	21.16243	4203.4510	21.16243	4315.6330	21.16243	4305.8990	21.16243	4267.6300	21.16243	4263.8780	21.16243	4250.9260	21.16243	4399.4370	21.16243	3894.3440	21.16243	4018.3660	21.16243	4080.1760	21.16243	4195.4130	21.16243	4263.1030	21.16243	4520.7050	21.16243	4354.1610	21.16243	4336.9140	21.16243	4211.9150	21.16243	4304.4630	21.16243	4312.8400	21.16243	4269.1860	21.16243	4257.4470	21.16243	4256.7880	21.16243	4396.9870	21.16243	3907.2750	21.16243	4030.3350	21.16243	4082.8680	21.16243	4187.4950	21.16243	4270.1810	
21.23695	4519.6470	21.23695	4355.8510	21.23695	4334.0770	21.23695	4214.2450	21.23695	4308.6290	21.23695	4313.0040	21.23695	4260.2030	21.23695	4256.8980	21.23695	4250.0910	21.23695	4390.1290	21.23695	3900.0240	21.23695	4013.5180	21.23695	4082.8410	21.23695	4190.9040	21.23695	4263.2100	21.23695	4520.6280	21.23695	4338.1150	21.23695	4322.9160	21.23695	4214.5520	21.23695	4306.1290	21.23695	4302.5700	21.23695	4264.1370	21.23695	4265.7940	21.23695	4265.3710	21.23695	4381.0900	21.23695	3901.3030	21.23695	4018.7210	21.23695	4087.4240	21.23695	4189.9170	21.23695	4271.7610	21.23695	4529.8160	21.23695	4342.9110	21.23695	4330.2950	21.23695	4213.5060	21.23695	4319.1020	21.23695	4316.0590	21.23695	4271.7220	21.23695	4255.5690	21.23695	4256.8710	21.23695	4384.7020	21.23695	3893.0650	21.23695	4023.8830	21.23695	4082.9750	21.23695	4185.4500	21.23695	4276.4160	
21.31146	4515.2160	21.31146	4347.5300	21.31146	4333.7080	21.31146	4209.1550	21.31146	4302.0280	21.31146	4306.9720	21.31146	4259.5800	21.31146	4276.2520	21.31146	4253.1520	21.31146	4383.4390	21.31146	3900.2180	21.31146	4011.7000	21.31146	4076.4990	21.31146	4190.8170	21.31146	4262.6320	21.31146	4523.2620	21.31146	4355.7380	21.31146	4335.6780	21.31146	4217.5890	21.31146	4303.6010	21.31146	4318.3060	21.31146	4263.9820	21.31146	4265.4990	21.31146	4263.4400	21.31146	4394.9190	21.31146	3898.9340	21.31146	4016.3100	21.31146	4085.1060	21.31146	4196.6650	21.31146	4271.7040	21.31146	4521.8910	21.31146	4352.1850	21.31146	4343.8290	21.31146	4224.8400	21.31146	4309.0970	21.31146	4303.3450	21.31146	4259.8520	21.31146	4269.2210	21.31146	4254.5140	21.31146	4398.1020	21.31146	3903.4610	21.31146	4009.7300	21.31146	4076.9460	21.31146	4192.8290	21.31146	4276.6210	
21.38598	4530.8230	21.38598	4349.5480	21.38598	4325.5090	21.38598	4205.8470	21.38598	4301.5660	21.38598	4307.6600	21.38598	4245.2100	21.38598	4257.6790	21.38598	4244.9590	21.38598	4384.2290	21.38598	3896.0400	21.38598	4017.3650	21.38598	4080.9040	21.38598	4195.4520	21.38598	4261.2610	21.38598	4516.5600	21.38598	4357.6060	21.38598	4327.3810	21.38598	4205.2030	21.38598	4311.3440	21.38598	4323.3190	21.38598	4251.7630	21.38598	4263.4340	21.38598	4256.8300	21.38598	4387.9570	21.38598	3897.6760	21.38598	4023.5130	21.38598	4086.8640	21.38598	4198.3010	21.38598	4270.7230	21.38598	4524.2010	21.38598	4360.5420	21.38598	4331.9940	21.38598	4219.0820	21.38598	4318.0670	21.38598	4304.9420	21.38598	4264.4770	21.38598	4271.4240	21.38598	4264.3550	21.38598	4390.3320	21.38598	3899.1210	21.38598	4015.6330	21.38598	4083.6930	21.38598	4191.8900	21.38598	4279.2770	
